overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
5.0,True,"05 22, 2017",A12FBA7DCFE5W7,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Julia,the shoe fit has expected. it is comfortable.,It is comfortable.,1495411200,,
5.0,True,"05 22, 2017",A2ZE58RF22658T,B010RRWKT4,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Dcf42,"they fit great, look great, are quite comfortable and are just what i was looking for!",Perfect cross trainers,1495411200,,
5.0,False,"05 19, 2017",AT7UEQ7UJB0RU,B010RRWKT4,"{'Size:': ' 7.5 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",J.T.,"super comfy, true size , i use them for boot camp,  cross fit and they are great , absolutely recommended it.",Great training shoes,1495152000,2,"['https://images-na.ssl-images-amazon.com/images/I/714tarywrwL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/718Y-qb+NUL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81mJY5XtKRL._SY88.jpg']"
5.0,False,"05 19, 2017",AT7UEQ7UJB0RU,B010RRWKT4,"{'Size:': ' 10 M US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",J.T.,"love them absolutely comfortable. i'm very picky with sneakers and this ones for the price are great i use them for cross fit , boot camp & they work great . the sole is very flexible , true size . i have a wide feet and they fit perfectly. very nice looking great sneakers.",Amazing training Sneakers.,1495152000,4,"['https://images-na.ssl-images-amazon.com/images/I/71v+pR+F9YL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71wI75LkECL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71dpEwMzFpL._SY88.jpg']"
4.0,True,"05 18, 2017",A10WPKF2VH1JWY,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",J. Mitchell,wife happy with fit.,HIIT shoes,1495065600,,
4.0,True,"05 15, 2017",A2ABEGA0S52R5E,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Grey'}",Katie Yockey,they run big. order a full size smaller.,Four Stars,1494806400,,
3.0,True,"05 10, 2017",ADD8OMIBXZ89G,B010RRWKT4,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Gwen F.,"super light and very comfortable. i'm a runner and they lack a bit in arch support, so the soles of my feet are a sore. i'm going to add an insert to try fix the problem.",Lack support but overall good shoe,1494374400,,
5.0,True,"05 7, 2017",A1P2JWDZ4SFW78,B010RRWKT4,"{'Size:': ' 6.5 M US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",ND,"just because they are white, they do need a washing regularly but i have received many compliments on how pretty these white and pink shoes are. extremely good nike quality. highly recommended.",Adorable shoes,1494115200,,
5.0,True,"05 6, 2017",AI4KO5XDRKDFR,B010RRWKT4,"{'Size:': ' 9.5 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Ms. Trainer,arrived in time. fit as exoected. they take some breaking in but i wore them 2 days in a row for more than five hours per day.,Wide sneaker for wide feet,1494028800,,
5.0,True,"05 5, 2017",A24DSR6Y3A08QM,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",Luiza A.,i've been using these to exercise and they are nice a roomy and allow my feet to breath. also love the colors.,I've been using these to exercise and they are nice a roomy and allow my feet to breath,1493942400,,
5.0,True,"05 3, 2017",A1E4Y7BABMEA03,B010RRWKT4,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",KV,comfortable from the start and very light.,Five Stars,1493769600,,
5.0,True,"05 3, 2017",AJDX5KE665V0K,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Msmatt,as expected.,Five Stars,1493769600,,
4.0,True,"05 2, 2017",A1SR58S4CXKU5G,B010RRWKT4,"{'Size:': ' 6.5 M US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",Leslie Marks,"lightweight, comfortable, supportive. very happy i bought these shoes for working out.",Great training shoes,1493683200,,
5.0,True,"05 1, 2017",A3D71DQPAAI6O4,B010RRWKT4,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Pink Blast/Stealth/Hyper Pink/White'}",Deanna S. Beres,"i love these and have them in a light blue too. very light weight, airy, and comfortable.",Five Stars,1493596800,,
5.0,True,"04 28, 2017",AASAT3YLO3WTB,B010RRWKT4,"{'Size:': ' 7.5 M US', 'Color:': ' Black/Wolf Grey/White/Pink'}",Rerch,good quality,Five Stars,1493337600,,
4.0,True,"04 27, 2017",A1RNS06YMZXM0K,B010RRWKT4,"{'Size:': ' 7.5 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Amazon Customer,very comfortable sneakers and i also like the way it fits.,Four Stars,1493251200,,
4.0,True,"04 27, 2017",A21SV1XYXF2GK,B010RRWKT4,"{'Size:': ' 7 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Morgan Slimskey,"purchased to wear for weightlifting and zumba. zumba trial was last night, and they were great! super comfortable, good ventilation! not too much padding, very minimalist, which is just what i wanted",and they were great! Super comfortable,1493251200,,
5.0,True,"04 26, 2017",A17DW041T4X7TJ,B010RRWKT4,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Anne M. Guss,comfortable and lightweight.,Five Stars,1493164800,,
5.0,True,"04 25, 2017",A14TS9PCRLLWEG,B010RRWKT4,"{'Size:': ' 9 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Lynda J. Ottey,"i love these shoes my second pair of 40 plus $ shoes and they both have certainly out done the $100 k-swiss that i'm looking to return . the shoes are extremely comfortable, all my clients love them, just wish they came in more colors.",I love these shoes my second pair of 40 plus $ ...,1493078400,,
4.0,True,"04 24, 2017",A2ZMHBMNYFXOX7,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Juliana,"they fit as expected and perfect for training, the shoelaces are a little bit too long. other than that these shoes are as i expected them !",They fit as expected and perfect for training,1492992000,,
5.0,True,"04 24, 2017",A1K0VEMIB5QF7I,B010RRWKT4,"{'Size:': ' 7 M US', 'Color:': ' Grey'}",Amazon Customer,extremely well fitting and light weight,Five Stars,1492992000,,
5.0,True,"04 20, 2017",A135KOM855ZA5,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,perfect,Five Stars,1492646400,,
5.0,True,"04 19, 2017",A2IAB9QOQH3IA6,B010RRWKT4,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,love them,Five Stars,1492560000,,
5.0,False,"04 18, 2017",A3S1CGGMXE41RR,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",AA - Amazon Addicted!!,"i love these shoes and have worn them for a long time. that are comfy, thinner on the top & sole and are very cute!",Very Good For Everyday,1492473600,,
5.0,True,"04 17, 2017",A3B4FM5VE99X4P,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Candace,fast shipping and turned out as expected. couldn't be happier.,Great shoes,1492387200,,
5.0,True,"04 15, 2017",AKJVCU7H1KDWI,B010RRWKT4,"{'Size:': ' 6 M US', 'Color:': ' black'}",madison,i have been wearing for a solid week during my work outs & they are great for comfort and they are light weight.,Love these shoes,1492214400,,
5.0,True,"04 14, 2017",AFD4WKNPLPS3I,B010RRWKT4,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,love these shoes for circuit training.,Five Stars,1492128000,,
4.0,True,"04 11, 2017",A36GUL3Z65YSIP,B010RRWKT4,"{'Size:': ' 11 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",J. washington,super comfortable. i joined cross fit and this is the perfect shoe.,Super comfortable. I joined Cross Fit and this is ...,1491868800,,
5.0,True,"04 11, 2017",AT72GRKOXVE25,B010RRWKT4,"{'Size:': ' 10 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Cristian Sosa,just do it :),Five Stars,1491868800,,
5.0,True,"04 10, 2017",A2AEJ9NTLWD61V,B010RRWKT4,"{'Size:': ' 7.5 M US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",Karen Mary Rowe,"love these, comfortable, light weight, great fit.",Sooo comfortable,1491782400,,
5.0,True,"04 10, 2017",AWEIW3G1E0MKO,B010RRWKT4,"{'Size:': ' 9.5 M US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",Janie M,i love this show.,So happy.,1491782400,,
4.0,True,"04 10, 2017",A2IFCGU2IQ6KAV,B010RRWKT4,"{'Size:': ' 11 M US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",JCSurf,"the shoes are true to size. i am used to wearing running shoes so these have been an adjustment. overall, the shoe is nice and provides well for my hiit and grit classes i take.",the shoe is nice and provides well for my HIIT and Grit classes ...,1491782400,,
5.0,True,"04 8, 2017",A2AGT9INDKDK6B,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,love them!  i ordered an 8.5 because i usually wear that size but these are a bit big. i wish i ordered an 8. they are really comfortable and i enjoy wearing them.,"Look amazing, runs slightly big.",1491609600,,
4.0,True,"04 5, 2017",A2Q6OH5LUQXPFV,B010RRWKT4,"{'Size:': ' 10 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,very comfortable.,Four Stars,1491350400,,
5.0,True,"04 5, 2017",ADLAYE3PNYFJM,B010RRWKT4,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Rosi B.,very nice shoes.  comfortable.,Five Stars,1491350400,,
5.0,True,"04 4, 2017",AZ7LUSY20ZFSC,B010RRWKT4,"{'Size:': ' 10 M US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",Maria Morales,very comfortable. i love wearing them.,Five Stars,1491264000,,
5.0,True,"04 2, 2017",A1L7TD1CZQDK6R,B010RRWKT4,"{'Size:': ' 9.5 M US', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",corinnehoffman,great fit so comfortable love them!!!!!,Five Stars,1491091200,,
4.0,True,"03 30, 2017",A3T1O294HJJTUH,B010RRWKT4,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",SmartMonkey,a nice lightweight shoe. not a lot of cushion so i wouldn't run long distances in them.,Decent little shoe for the price.,1490832000,,
5.0,True,"03 29, 2017",A3EOYFVP68048C,B010RRWKT4,"{'Size:': ' 7.5 M US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",Judy,i really love these shoes.  they are attractive and very comfortable.  they work well for my daily workout and fit well.,Attractive and fit well,1490745600,,
2.0,True,"03 26, 2017",A2JX7ESVMGXMJY,B010RRWKT4,"{'Size:': ' 10 M US', 'Color:': ' Black/Wolf Grey/White/Pink'}",Marlex,comfortable shoe.  first time i've ever bought nikes that feel so large.  it feels about 1/2 size too big.  i bought 7.5.  i normally wear exactly that size and on occasion an 8.,Runs large,1490486400,,
1.0,True,"03 25, 2017",A2K5ZBX75J80TX,B010RRWKT4,"{'Size:': ' 9 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Marjorie A. Dunbar,ordered 9(m) received 9 wide for the second time. returned them for the second time.,One Star,1490400000,,
5.0,True,"03 24, 2017",AY9TXNLYCD9L5,B010RRWKT4,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,nice shoes,Five Stars,1490313600,,
5.0,True,"03 24, 2017",A9MOCNHJD03PI,B010RRWKT4,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Anna Smith,"this is my second pair of these shoes.  i love the fit and they provide support for walking.  i like the way the shoes fit around my ankle, as many shoes are uncomfortable because they come up too high in the back.  try them!",I love the fit and they provide support for walking,1490313600,,
5.0,True,"03 23, 2017",AEUUYBIO73RLA,B010RRWKT4,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Cool Grey/Rage Green/Hyper Turquoise'}",L. Jones,"there is about a 1/2 inch of extra space from the tip of my big toe to the front of the shoe. that's okay, though. i usually wear socks, so it doesn't feel too big, even if it does make your foot look a bit long.

the colors are vibrant, and the sole has plenty of grip, even on a slippery floor. i wore them for most of the day and they are comfortable.

overall, i'm very pleased with this shoe.",Good Shoes!,1490227200,3,['https://images-na.ssl-images-amazon.com/images/I/81liejjyHVL._SY88.jpg']
5.0,True,"03 21, 2017",A3A2DRPMDCRFBC,B010RRWKT4,"{'Size:': ' 9 M US', 'Color:': ' Racer Blue/Obsidian/Blue Tint'}",Michael Carpenter,got them for my girlfriend. she loves them. says it's like wearing slippers because they are incredibly light.,Great shoes,1490054400,,
4.0,True,"03 20, 2017",A140XVPLRQYKYY,B010RRWKT4,"{'Size:': ' 10 M US', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",Deambrea,serves intended purpose,Good shoe,1489968000,,
5.0,True,"03 18, 2017",A2KMWD77XBGZ8K,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Bonnie White,they are super comfortable. loving them.,Five Stars,1489795200,,
5.0,True,"03 18, 2017",A25SOIZ0IZE1YY,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Racer Blue/Obsidian/Blue Tint'}",vp22,i have gotten so many compliments on the blue color and look of this shoe.  it is super comfortable.  the grip is wonderful for my indoor gym cross training classes.  i always order a half size larger in nike brand shoes and thy fit perfectly as i did with this shoe.,Love These Shoes!,1489795200,8,
3.0,True,"03 17, 2017",A1ZR8LQHUOUFJP,B010RRWKT4,"{'Size:': ' 10 M US', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",Kindle Customer,"fit is fine, but not much cushioning in the footbed. the first time wearing them on a long walk i developed a blister on the bottom of my foot.",Not my favorites...,1489708800,,
4.0,True,"03 15, 2017",A2AAABWQUYH26V,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Grey'}",Beth C,"perfect for the gym, could use a little more support in the toe area but very comfortable and light. fit true to size.",Perfect for the gym,1489536000,,
3.0,True,"03 15, 2017",A3LBTMJ453T4W6,B010RRWKT4,"{'Size:': ' 7.5 M US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",MSM,"meh, felt very comfortable but provided no support. seem like a good option for walking around in the summer but not for aerobics or lateral movements",Meh,1489536000,2,
5.0,True,"03 15, 2017",A2NBGWZH3VC2EW,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Grey'}",Kathy,love these! super light and comfortable!,Five Stars,1489536000,,
5.0,True,"03 14, 2017",A3B5TYITM5FKRO,B010RRWKT4,"{'Size:': ' 9.5 M US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",Jonika R.,loved the products and services!!,Five Stars,1489449600,,
5.0,True,"03 13, 2017",A2O3GSYI4B5Z9H,B010RRWKT4,"{'Size:': ' 9 M US', 'Color:': ' Grey'}",Letitia C,it's hard to find a lightweight athletic shoe with a wide toe box. this shoe has that. i am happy with the support for walking and everyday wear. i wouldn't run in them. now i just have to stock up on as many pair as i can afford before nike discontinues them :). don't you hate when that happens?,Hurry before they're gone!,1489363200,,
5.0,True,"03 12, 2017",AG1CF6PFNBOQH,B010RRWKT4,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",anat,"the shoes are amazing,very comfortable and fit as expected highly recommended. :)",Amazing,1489276800,,
5.0,True,"03 8, 2017",A1LLDHUO4OLXYI,B010RRWKT4,"{'Size:': ' 10 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",mommyof2,super comfy!!,Five Stars,1488931200,,
4.0,True,"03 8, 2017",A37K0VP2H8FKOU,B010RRWKT4,"{'Size:': ' 9.5 M US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",Amazon Customer,"i needed a wide size, that option was not available. so i went up a half size bigger hoping that would work. it's not quite comfortable but i am  able to wear them. i like the shoes.",Not quite wide enough,1488931200,,
4.0,True,"03 8, 2017",A37K0VP2H8FKOU,B010RRWKT4,"{'Size:': ' 9.5 M US', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",Amazon Customer,"i needed a wide size, that option was not available. so i went up a half size bigger hoping that would work. it's not quite comfortable but i am  able to wear them. i like the shoes.",Not quite wide enough,1488931200,,
5.0,True,"03 6, 2017",AZYHPRWLMSY9O,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Dj Tab,look great,Five Stars,1488758400,,
5.0,False,"02 26, 2017",A1GZ9Z5M3Q4FDK,B010RRWKT4,"{'Size:': ' 6 M US', 'Color:': ' black'}",schholly,"i love these shoes. i am rather basic when it comes to nikes, i don't need all the cool colors, so these look amazing and feel amazing, like they were made for my feet. i definitely suggest purchasing them.","Simple look, outstanding comfort!",1488067200,,
4.0,True,"02 24, 2017",A3F5015D4BBJM9,B010RRWKT4,"{'Size:': ' 7 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Hedy,cute and comfy. sleek design. my only complaint is the fly wire loosens up and my shoe sometimes slips off my heels during heavy sled runs. i have two pairs of this style.,My second favorite.,1487894400,,
5.0,True,"02 24, 2017",ABKS5CX4GI72B,B010RRWKT4,"{'Size:': ' 7 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Blue,i love them!,Five Stars,1487894400,,
4.0,True,"02 21, 2017",A2A1WECA7Y5UPN,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Black/Hyper Violet/Total Crimson/White'}",Derek,normally nike fits small so we go up a half size. these actually fit to my wife's appropriate size. so be ware when you order.,Fit to actual size.,1487635200,,
5.0,True,"02 21, 2017",A3PRZ9ESGB2KPU,B010RRWKT4,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",kwa,love these shoes. use them to workout inside and to work,Five Stars,1487635200,,
3.0,True,"02 16, 2017",A3JGWZXFBDENRB,B010RRWKT4,"{'Size:': ' 7 M US', 'Color:': ' Grey'}",Amazon Customer,"i was shocked at how small these shoes were, not true at all to size, and i own multiple shoes in this brand. the quality could have been better, in my opinion -- very little support from the upper.","Too small, flimsy upper",1487203200,,
5.0,True,"02 15, 2017",A6BHQ6FNIRI1K,B010RRWKT4,"{'Size:': ' 7.5 M US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",Donna Omar,"great shoes - was looking for something to replace my barefeet so i can wear orthotics while kickboxing. these are light weight, hug my feet comfortably and have a thinner upper so i can still feel the bag when i kick and they have good lateral stability. my feet are on the narrow side so it's hard to find shoes that are snug enough. these are perfect. oh, and they are really cute too.",Great for kickboxing,1487116800,5,['https://images-na.ssl-images-amazon.com/images/I/71RSSpM4BvL._SY88.jpg']
5.0,True,"02 13, 2017",A1EE1EP2G0HKQ,B010RRWKT4,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Deborah Bodiford,they fit perfectly. these shoes are great for walking - so very comfortable. love them.,These shoes are great for walking - so very comfortable,1486944000,,
5.0,True,"02 12, 2017",A2DDYH2QTGQ6FZ,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",gmathil,good fit and comfy.  not so cushiony so definetly better for training and not for running or aerobics. bought size 8 which is my usual size.,Good choice for training shoe,1486857600,,
5.0,True,"02 11, 2017",A2T47RI1J0I7JM,B010RRWKT4,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Brooke R,light weight and comfortable,Five Stars,1486771200,,
4.0,True,"02 8, 2017",ABWHIDHK8JSRD,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",ddsmith8,"i was wearing running shoes for cardio dance classes at the gym because i thought they would be sufficient. after getting 2 blood blisters i did some research and found out cross trainers would be more appropriate which is how i ended up buying this pair. they are slightly longer in look then i  would like but i think that is typical of cross trainers. also, the lacing is done in a way that allows you to tie too tightly if you're not careful (my toes were tingling during one particular work out when i had done this). other then that i am very happy with the shoes.",They are slightly longer in look then I was would like but I think that is typical of cross trainers,1486512000,4,
4.0,True,"02 6, 2017",ADUWEIS0CHJV8,B010RRWKT4,"{'Size:': ' 8 B(M) US', 'Color:': ' Bright Mango/Crimson/White/Blue'}",Julie W.,"nikes usually run small and i'm a 7.5, so i ordered these in an 8 and they were actually very roomy.  i love them but they are definitely bright orange/coral and not bright crimson like the description said.  i thought they'd be more red in hue to wear with my ohio state clothes, but instead i use them for running.",I love them but they are definitely bright orange/coral and not ...,1486339200,,
2.0,True,"02 2, 2017",A2JD3RN8JCO62Z,B010RRWKT4,"{'Size:': ' 9.5 M US', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",Amazon Customer,color was not at all what i expected.  it was more orange then red.  not sure that i am going to keep them.,Color was not at all what i expected. It ...,1485993600,,
5.0,True,"02 1, 2017",A3BN0MRGRDKM0J,B010RRWKT4,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",j.morris,perfect fit! brand new in new box completely perfect condition and on sale!!! awesome! highly reccomend! super cute shoes.,Super cute and on sale!!,1485907200,,
3.0,True,"01 31, 2017",AODFGQL9CC7G7,B010RRWKT4,"{'Size:': ' 7.5 M US', 'Color:': ' Racer Blue/Obsidian/Blue Tint'}",ZS87,squeaky,Three Stars,1485820800,3,
5.0,True,"01 25, 2017",A13P82MG3XFWV1,B010RRWKT4,"{'Size:': ' 7 M US', 'Color:': ' Grey'}",Amazon Customer,"if you wear nike on the regular, then you should pretty much know your size. i wear only 7's in nike, and it fit just as expected. i have many of the trail runner generations, and love them all. they're my go to sneakers for the gym use, or casual wear. i have a pair i used mostly for casual wear that have lasted about 5 years. another pair that i used for cross fit/outdoor runs that lasted a little over a year (very vigorous daily use). all in all, these shoes are great for me. they're lightweight, and comfortable.",then you should pretty much know your size,1485302400,,
5.0,True,"01 22, 2017",A8I41EKH4UI1Y,B010RRWKT4,"{'Size:': ' 9.5 M US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",SLM,great arch support and cushion both for the heel and ball of the foot. great aerobic shoe!,Nice Support,1485043200,,
5.0,True,"01 20, 2017",ADJRDVMENHF0J,B010RRWKT4,"{'Size:': ' 9 M US', 'Color:': ' Grey'}",Skiman,"good quality, perfect fit.  it's a nike!",Good Sneaker,1484870400,,
5.0,True,"01 18, 2017",A3QKKFB26AZSMG,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",Susana Ibarra,"size 8, but purchased 8.5 for a more comfortable feel, considering shrinkage as a result of perspiration.",Satisfied,1484697600,,
2.0,True,"01 18, 2017",A1IE5BGNY2JTF4,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Debra A.,"i've always gotten this size in nike shoes with similar description, but these are too long- at least an inch and 1/2.",Too large,1484697600,,
5.0,True,"01 18, 2017",A1F6LKEC43RSZM,B010RRWKT4,"{'Size:': ' 7 M US', 'Color:': ' Black/Wolf Grey/White/Pink'}",Tara S.,"very lightweight. normal nike quality. pink is very bright , colors look great together.",colors look great together.,1484697600,,
5.0,True,"01 18, 2017",A3BZKR332FQEP8,B010RRWKT4,"{'Size:': ' 7.5 M US', 'Color:': ' Black'}",Amazon Customer,love them!!,Five Stars,1484697600,,
4.0,True,"01 18, 2017",ARY4E7Y947T9P,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Kindle Customer,"arrived on time. i probably should have gone with a 7.5 instead of an 8 because they do seem a little big, but if i wear thick socks they are fine. also, they can sometimes make a very annoying squeaky noise when i run on certain surfaces so i'm trying to get them worn in. over-all, i am satisfied with my purchase!",but if I wear thick socks they are fine. Also,1484697600,,
1.0,True,"01 15, 2017",A8DR2Z71DERN0,B010RRWKT4,"{'Size:': ' 7.5 M US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",Dawn Rosa,after less than a week the sole ripped off on the outside of the shoe,Poor quality for Nike,1484438400,21,['https://images-na.ssl-images-amazon.com/images/I/816nEyCUCuL._SY88.jpg']
4.0,True,"01 13, 2017",A3RP2S6J4VUA7D,B010RRWKT4,"{'Size:': ' 9.5 M US', 'Color:': ' Black/Red Bronze/White'}",Amazon Customer,the lines don't really show up unless there is a bright light on them. but other than that they are perfect. they are very true to size and are comfortable the first time you put them on.,4/5,1484265600,,
5.0,True,"01 12, 2017",A34NDY5V71MVJ6,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Black/Green Glow-blue Glow-white'}",Bpiq,"i love these!  i ordered an 8.5 which is my normal shoe size and they fit great.  i used them for my strength training class and they performed well, and they are sooooo pretty!  comfortable, low profile and stylish!",LOVE!,1484179200,,
5.0,True,"01 12, 2017",A2AXI9WHORKU6X,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",J. Spatsie,cute and comfortable,Five Stars,1484179200,,
5.0,True,"01 10, 2017",AOYR5V85UYA8O,B010RRWKT4,"{'Size:': ' 7.5 M US', 'Color:': ' Cool Grey/Rage Green/Hyper Turquoise'}",Amazon Customer,very comfortable.,Five Stars,1484006400,,
5.0,True,"01 7, 2017",A38Z4KJHHVY0AU,B010RRWKT4,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/Red Bronze/White'}",Amazon Customer,"sizing was perfect as ordered. quality appears good, still new, not too much more to report.",Correct size,1483747200,,
5.0,True,"01 7, 2017",A1WK3VVSUB1FY7,B010RRWKT4,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/Red Bronze/White'}",STACEY,"size really depends on the brand.  i wear a 6.5 in nike and they fit me perfectly.  these shoes are comfortable, they wrap around my feet like a bandage but do not restrict movement.",Perfect for the gym,1483747200,,
4.0,True,"01 6, 2017",A3KWGJH9EBRLE8,B010RRWKT4,"{'Size:': ' 7 M US', 'Color:': ' Black/Red Bronze/White'}",Amazon Customer,i was really excited when i opened the box to see the color is exactly like the image shows! i have the nike flex tr 5 and used the same size to order these. they are a little bigger than expected but still comfortable.,... opened the box to see the color is exactly like the image shows,1483660800,,
1.0,True,"01 4, 2017",A199ICSPL9EXJ5,B010RRWKT4,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/Wolf Grey/White/Pink'}",Meal Prep Chick,"returning these. the pictures on here make the shoe appear all black with a touch of pink in the check. however, the whole shoe has pink coming through. i was looking for an all black shoe. i ordered the nike women's flex supreme tr3 instead and love them!!!",I ordered the Nike Women's Flex Supreme TR3 instead and love them!,1483488000,,
5.0,True,"01 4, 2017",A11D8CLU9H24YK,B010RRWKT4,"{'Size:': ' 7.5 M US', 'Color:': ' Black'}",Wendy L. Brady,"wow these are the most comfortable, light weight shoes. i love them!!",so light & comfortable!,1483488000,,
5.0,True,"01 1, 2017",A3A90ECS7ALV4T,B010RRWKT4,"{'Size:': ' 7 M US', 'Color:': ' Black/Red Bronze/White'}",marysaw,love the lightweight and the fit,Five Stars,1483228800,,
5.0,True,"01 1, 2017",A1LLX8PMQSAUHT,B010RRWKT4,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",teco,"fits perfect, my daughter loves them",Five Stars,1483228800,,
