textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²),Text,Actual_Score,GPT 3.5 Score
6a6665242c, Thought you might be interested in  http://tweetphoto.com. See who`s viewing your photos!,interested,positive,morning,46-60,New Zealand,4822233.0,263310.0,18.0,thought might interested http : //tweetphoto.com . see ` viewing photos !,4,2.0
f63c991bbb,really want to go to the nets,really want to go to the nets,neutral,morning,46-60,Lithuania,2722289.0,62700.0,43.0,really want go nets,3,4.0
da4a26cd96,So  is on SNL tonight! it`s going to be a HILARIOUS,,positive,noon,21-30,El Salvador,6486205.0,20720.0,313.0,snl tonight ! ` going hilarious,5,5.0
43713acd68,happy mothers day to all..,happy,positive,noon,60-70,Albania,2877797.0,27400.0,105.0,happy mothers day ..,5,5.0
2d1526997c,"oh no  according to laineygossip, taylena is OVER!  bc of his fame?! gosh poor  two heartbreaks in a row :-/",! gosh poor  two heartbreaks,negative,morning,0-20,Burundi,11890784.0,25680.0,463.0,"oh according laineygossip , taylena ! bc fame ? ! gosh poor two heartbreaks row : -/",1,2.0
32a4a02122, Cant wait to do some of those things,Cant wait to do some of those things,positive,morning,0-20,New Zealand,4822233.0,263310.0,18.0,cant wait things,4,2.0
22744e80f7,"12:46AM. HAppy birthday little sister of mine. Also, good night Priscilla",HAppy birthday little sister of mine.,positive,night,31-45,Senegal,16743927.0,192530.0,87.0,"12:46am . happy birthday little sister mine . also , good night priscilla",5,4.0
92cf0bcb35, i been coolin and **** ya know me,i been coolin and **** ya know me,neutral,morning,0-20,Greece,10423054.0,128900.0,81.0,coolin * * * * ya know,3,3.0
c1db1f6f07,_n_booklife I heard about that too... that seems an overreaction...,overreaction..,negative,night,70-100,Guyana,786552.0,196850.0,4.0,_n_booklife heard ... seems overreaction ...,2,2.0
dddcacea37,Just had some delicious sushi from niko niko on vermont and hollywood  mm,delicious,positive,noon,60-70,Costa Rica,5094118.0,51060.0,100.0,delicious sushi niko niko vermont hollywood mm,5,5.0
dd6b2d0a34,"Fatigue settling in, but gotta power through! Awesome seats again tonight. I`m pretty lucky. Life ain`t too bad...","Fatigue settling in, but gotta power through! Awesome seats again tonight. I`m pretty lucky. Life ain`t too bad...",positive,night,70-100,Liechtenstein,38128.0,160.0,238.0,"fatigue settling , got ta power ! awesome seats tonight . ` pretty lucky . life ` bad ...",5,4.0
e035bf28b6,1:30am goin to sleeeeep,,neutral,night,70-100,Thailand,69799978.0,510890.0,137.0,1:30am goin sleeeeep,3,3.0
27f1fa3214, haha best thing about office birthdays hey,best,positive,morning,46-60,Belarus,9449323.0,202910.0,47.0,haha best thing office birthdays hey,5,5.0
9f2618a7fc,_Duerden JealousMUCH..I want to be outttt  Not stuck in revising. You better have green dragon in my honour lol,_Duerden JealousMUCH..I want to be outttt  Not stuck in revising. You better have green dragon in my honour lol,neutral,morning,0-20,Argentina,45195774.0,2736690.0,17.0,_duerden jealousmuch .. want outttt stuck revising . better green dragon honour lol,3,2.0
bbad99f9e8, POOOOOOOOR SHEEEEP!!!,POOOOOOOOR SHEEEEP!!!,negative,morning,0-20,Eritrea,3546421.0,101000.0,35.0,poooooooor sheeeep ! ! !,2,1.0
18d407456b,"Aaaagh, aircon not working in my office",aircon not working in my office,negative,noon,60-70,Bhutan,771608.0,38100.0,20.0,"aaaagh , aircon working office",2,1.0
40143b692e, who knows  It makes me sad  lol,e sad,negative,morning,0-20,Brunei,437479.0,5270.0,83.0,knows makes sad lol,2,1.0
713e53e776,Just finished weeding the flower bed. Why is it the weeds grow so well but legitimate plants hate me?,Just finished weeding the flower bed. Why is it the weeds grow so well but legitimate plants hate me?,neutral,noon,21-30,Libya,6871292.0,1759540.0,4.0,finished weeding flower bed . weeds grow well legitimate plants hate ?,3,2.0
4007cd966a, Congrats on the tax refund.  Those are always nice.,e always nice,positive,noon,60-70,Costa Rica,5094118.0,51060.0,100.0,congrats tax refund . always nice .,4,5.0
,,,,,,,,,,,4,3.0
25e6e5c10e, rocks my world!!!! soooo funny!!!!  <3,funny!,positive,night,31-45,Ecuador,17643054.0,248360.0,71.0,rocks world ! ! ! ! soooo funny ! ! ! ! < 3,4,5.0
cad716865e," I do too, but not heavy rain, which we`ve had 4 more than a wk.",heavy,negative,noon,60-70,Paraguay,7132538.0,397300.0,18.0,", heavy rain , ` 4 wk .",1,2.0
f321d7a256, Love it! I wish my other half could even name web design ladies,,positive,noon,21-30,Zambia,18383955.0,743390.0,25.0,love ! wish half could even name web design ladies,5,3.0
e0879b38f2, yeah twitter is a lot of fun babe... especially when you`ve got ppl to talk to! lol & that sounds Goooooood lol,yeah twitter is a lot of fun babe... especially when you`ve got ppl to talk to! lol & that sounds Goooooood lol,positive,noon,60-70,Malaysia,32365999.0,328550.0,99.0,yeah twitter lot fun babe ... especially ` got ppl talk ! lol & sounds goooooood lol,4,4.0
b593189c2d,Watch Lowkey freestyling (and selling his mixtape  on http://tinyurl.com/dev4xh and performing in Norwich tonight,,neutral,morning,46-60,Nauru,10824.0,20.0,541.0,watch lowkey freestyling ( selling mixtape http : //tinyurl.com/dev4xh performing norwich tonight,3,3.0
4baf1879e8, My neighbour is fond of loud Nickelback.,fond,positive,noon,21-30,Cyprus,1207359.0,9240.0,131.0,neighbour fond loud nickelback .,4,2.0
001b0e9abe,she made my sister cry too hahah. bless her.  i hope she can do it again.,bless,positive,noon,21-30,Iran,83992949.0,1630000.0,52.0,made sister cry hahah . bless . hope .,5,3.0
f9147427db, that David -- nice to know he feels so comfortable 'twitting' or 'tweeting' us.   I have a feeling he misses home.,nice to know he feels so comfortable 'twitting' or 'tweeting' us.   I have a feeling he misses home,neutral,morning,0-20,Haiti,11402528.0,27560.0,414.0,david -- nice know feels comfortable 'twitting ' 'tweeting ' us . feeling misses home .,3,2.0
d9ee18226a,My sister got a lunch date and I don`t,My sister got a lunch date and I don`t,neutral,morning,0-20,Liberia,5057681.0,96320.0,53.0,sister got lunch date `,3,4.0
f6be0ca187,my feet are cold.....i hate when my feet get cold,my feet are cold.....i hate when my feet get cold,negative,night,31-45,Slovenia,2078938.0,20140.0,103.0,feet cold ..... hate feet get cold,2,1.0
c96da6c288," No, but Geek Minds Think Alike.","No, but Geek Minds Think Alike.",neutral,night,70-100,Morocco,36910560.0,446300.0,83.0,", geek minds think alike .",3,4.0
ca7da4238b,Well - looks like Hurdle is out.,Well - looks like Hurdle is out.,neutral,night,70-100,South Africa,59308690.0,1213090.0,49.0,well - looks like hurdle .,3,2.0
0c95eb579e,"so glad it is friday  two classes, then lazy afternoon. too bad it isnt nice and warm out today","so glad it is friday  two classes, then lazy afternoon. too bad it isnt nice and warm out today",neutral,night,70-100,Vietnam,97338579.0,310070.0,314.0,"glad friday two classes , lazy afternoon . bad isnt nice warm today",3,2.0
31fb00b177, I know I enjoy watching you two on twitter. About as entertaining as the comic.  That I miss,enjoy,positive,morning,0-20,Eritrea,3546421.0,101000.0,35.0,know enjoy watching two twitter . entertaining comic . miss,5,3.0
597d868038, ya i did i seen all them but Robert,ya i did i seen all them but Robert,neutral,morning,46-60,France,65273511.0,547557.0,119.0,ya seen robert,3,3.0
5af375af34, ****. I always forget you are on here,****. I always forget you are on here,negative,morning,46-60,Saint Vincent and the Grenadines,110940.0,390.0,284.0,* * * * . always forget,2,2.0
853357e610," Pigs catching Swine Flu and Avian Flu, risking the development of Flying Pig Flu? Awesomely funny","Pigs catching Swine Flu and Avian Flu, risking the development of Flying Pig Flu? Awesomely funny",neutral,morning,0-20,Democratic Republic of the Congo,89561403.0,2267050.0,40.0,"pigs catching swine flu avian flu , risking development flying pig flu ? awesomely funny",3,2.0
884c40b9e1," ohh yeh , but he was on sexy men so its okay","ohh yeh , but he was on sexy men so its okay",neutral,night,70-100,Bahamas,393244.0,10010.0,39.0,"ohh yeh , sexy men okay",3,4.0
41a96b7954, me because I might not have enough money for college!!!,,negative,night,31-45,Jordan,10203134.0,88780.0,115.0,might enough money college ! ! !,1,2.0
7d0cd28f2e, : They R sending TW business ppl 2 the mainland 2 return the favor - Re: Chinese police representatives in TW,: They R sending TW business ppl 2 the mainland 2 return the favor - Re: Chinese police representatives in TW,neutral,night,70-100,Mexico,128932753.0,1943950.0,66.0,: r sending tw business ppl 2 mainland 2 return favor - : chinese police representatives tw,3,2.0
aed0dfcfde,Is constantly listening to the  song Fly with Me...b/c it`s the cutest song...'Peter Pan & Wendy turned out fine',cutest,positive,noon,60-70,Nepal,29136808.0,143350.0,203.0,constantly listening song fly ... b/c ` cutest song ... 'peter pan & wendy turned fine ',4,4.0
,,,,,,,,,,,5,3.0
103b305084,Is feelin right rite now,feelin right,positive,morning,0-20,Tajikistan,9537645.0,139960.0,68.0,feelin right rite,5,3.0
30377e00ed,Morning and hope everyone has a great bank holiday,hope everyone has a great bank holiday,positive,night,31-45,Tonga,105695.0,720.0,147.0,morning hope everyone great bank holiday,4,5.0
24e7040bfd," see most people didn`t like deadpool cause it wasn`t true to the comics, I`m guessing you like Ryan Reynolds","see most people didn`t like deadpool cause it wasn`t true to the comics, I`m guessing you like Ryan Reynolds",neutral,night,31-45,Mexico,128932753.0,1943950.0,66.0,"see people ` like deadpool cause ` true comics , ` guessing like ryan reynolds",3,3.0
dba55c7627," Now, what on earth led you to believe that?","Now, what on earth led you to believe that?",neutral,night,70-100,Netherlands,17134872.0,33720.0,508.0,", earth led believe ?",3,1.0
4f6c17bae7, im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,negative,morning,0-20,Nigeria,206139589.0,910770.0,226.0,im allergic cats ! tonsils get swollen hurt dooo ? !,1,1.0
bc9ace994f,"_bandoni Ok, see you at da climbing","_bandoni Ok, see you at da climbing",neutral,night,70-100,Lesotho,2142249.0,30360.0,71.0,"_bandoni ok , see da climbing",3,3.0
808a79ddd7," thanks for adding, no befriending, no, uh oh never mind, Thanks!",thanks,positive,noon,21-30,Germany,83783942.0,348560.0,240.0,"thanks adding , befriending , , uh oh never mind , thanks !",5,4.0
0d2a393e52,finally home!! tomorrow is day 2 of 'Amazing'.,'Amazing'.,positive,morning,46-60,Brunei,437479.0,5270.0,83.0,finally home ! ! tomorrow day 2 'amazing ' .,4,5.0
446eed6cf4,holiday again,holiday again,neutral,night,70-100,Senegal,16743927.0,192530.0,87.0,holiday,3,5.0
a04a9fc4b0,"How can it be so freaking difficult to get a system-wide spellchecker? ****, I`d settle for an office suite one. Stupid unhelpful Windows",freaking difficult,negative,noon,21-30,Moldova,4033963.0,32850.0,123.0,"freaking difficult get system-wide spellchecker ? * * * * , ` settle office suite one . stupid unhelpful windows",1,1.0
ae9bb8cf6b,"New crisis, my bag is too eavy for my DoE","New crisis, my bag is too eavy for my DoE",neutral,morning,0-20,Mozambique,31255435.0,786380.0,40.0,"new crisis , bag eavy doe",3,1.0
7b80da51f5," hahaha.. it`s ok, how can I hire your mom??! So paiseh.. haha, I shall do all the washing then","hahaha.. it`s ok, how can I hire your mom??! So paiseh.. haha, I shall do all the washing then",neutral,night,70-100,Suriname,586632.0,156000.0,4.0,"hahaha .. ` ok , hire mom ? ? ! paiseh .. haha , shall washing",3,3.0
f1c10e0163," yea it looks good, the flower i mean.","yea it looks good,",positive,morning,46-60,Saint Vincent and the Grenadines,110940.0,390.0,284.0,"yea looks good , flower mean .",5,3.0
5bb732ca71,Hear  full album preview during todays webcast!  #jonasnewsongs NO WAYYY I couldn`t `tune in`,s NO WAYYY I couldn`t `tune in`,negative,morning,46-60,Sao Tome and Principe,219159.0,960.0,228.0,hear full album preview todays webcast ! # jonasnewsongs wayyy ` ` tune `,1,4.0
5770eda641, i`m trying to figure that out right now,i`m trying to figure that out right now,positive,night,31-45,Cabo Verde,555987.0,4030.0,138.0,` trying figure right,5,2.0
4a627b101f,Get: 'Fightstar - Mercury Summer' here: http://tinyurl.com/dbm4n6 from: http://tinyurl.com/cnkhev  #musicmonday #freemusic,Get: 'Fightstar - Mercury Summer' here: http://tinyurl.com/dbm4n6 from: http://tinyurl.com/cnkhev  #musicmonday #freemusic,neutral,morning,46-60,Philippines,109581078.0,298170.0,368.0,get : 'fightstar - mercury summer ' : http : //tinyurl.com/dbm4n6 : http : //tinyurl.com/cnkhev # musicmonday # freemusic,3,3.0
2ca5660e66,May 10 is Human Kindness Day.,May 10 is Human Kindness Day.,neutral,noon,21-30,Estonia,1326535.0,42390.0,31.0,may 10 human kindness day .,3,5.0
04ab112629, Yum...wish we could be there today. I have a cold and don`t want to infect others...so we will miss our Friday session.,Yum...wish we could be there today. I have a cold and don`t want to infect others...so we will miss our Friday session.,neutral,night,31-45,Vietnam,97338579.0,310070.0,314.0,yum ... wish could today . cold ` want infect others ... miss friday session .,3,2.0
3371083271,IDIOTat)tux11 That`s cool.  Th*nks for the follow.   (techyuppie) #IDIOT,That`s cool.  Th*nks for the follow.,positive,noon,21-30,Fiji,896445.0,18270.0,49.0,idiotat ) tux11 ` cool . th * nks follow . ( techyuppie ) # idiot,5,1.0
5b32effb51,well i`m gonna go now.  goodbye all.,well i`m gonna go now.  goodbye all.,neutral,morning,0-20,Kazakhstan,18776707.0,2699700.0,7.0,well ` gon na go . goodbye .,3,2.0
55351d06ed,Michael Porter is haunting me again. Ugh. The five forces. But I don`t remember the other 9 strategies for competitive advantage.,Michael Porter is haunting me again. Ugh. The five forces. But I don`t remember the other 9 strategies for competitive advantage.,neutral,night,70-100,Ghana,31072940.0,227540.0,137.0,michael porter haunting . ugh . five forces . ` remember 9 strategies competitive advantage .,3,1.0
0a5e46a73e,Puzzled by people`s mood swings... it makes me somewhat sad that I can`t pinpoint  how  they feel,sad,negative,night,70-100,Panama,4314767.0,74340.0,58.0,puzzled people ` mood swings ... makes somewhat sad ` pinpoint feel,1,2.0
49038089d9," idk lol my head hurts. rly bad. & so does my stomach... hmm... personally, i think its from all the #s ive had 2 deal wit","idk lol my head hurts. rly bad. & so does my stomach... hmm... personally, i think its from all the #s ive had 2 deal wit",negative,night,70-100,Burkina Faso,20903273.0,273600.0,76.0,"idk lol head hurts . rly bad . & stomach ... hmm ... personally , think # ive 2 deal wit",2,1.0
81cab1b777, ugh some stupid teenagers just showed up. My peaceful time is over,ugh some stupid teenagers just showed up.,negative,morning,0-20,Greece,10423054.0,128900.0,81.0,ugh stupid teenagers showed . peaceful time,2,2.0
dcac89aab6,_recordings Alas no - this is all occuring in an office in central London...,_recordings Alas no - this is all occuring in an office in central London...,neutral,noon,60-70,Malta,441543.0,320.0,1380.0,_recordings alas - occuring office central london ...,3,1.0
b988be367b, I would be scratching ma head toooo,I would be scratching ma head toooo,neutral,morning,46-60,Ukraine,43733762.0,579320.0,75.0,would scratching head toooo,3,2.0
c1fbce4b2d, hhhhhhaaaaaaaaaaaaa!!!! Yo u hve me in tears!...its all  fault he said u cancelled so I thought....,hhhhhhaaaaaaaaaaaaa!!!! Yo u hve me in tears!...its all  fault he said u cancelled so I thought....,neutral,noon,60-70,Saudi Arabia,34813871.0,2149690.0,16.0,hhhhhhaaaaaaaaaaaaa ! ! ! ! yo u hve tears ! ... fault said u cancelled thought ....,3,1.0
672f87886f,the sun burned me today....my arms look angry  Party tonight tho babes! woop!,sun burned me,negative,night,70-100,Slovenia,2078938.0,20140.0,103.0,sun burned today .... arms look angry party tonight tho babes ! woop !,1,3.0
8169cd1509,making mother`s day gift,making mother`s day gift,neutral,noon,60-70,Nepal,29136808.0,143350.0,203.0,making mother ` day gift,3,4.0
06aa1c4fc9,I love my Mom. Yo Amo a mi Mama. ? ? ? Thank you mommy... Ti amo con tutto il mio cuore.  Happy Mother`s Day,I love my Mom.,positive,morning,0-20,Mongolia,3278290.0,1553560.0,2.0,love mom . yo amo mi mama . ? ? ? thank mommy ... ti amo con tutto il mio cuore . happy mother ` day,5,5.0
0fab20efdf, aw.  I`m glad you do. Where would we be with out one?,aw.  I`m glad you do,positive,morning,46-60,Mali,20250833.0,1220190.0,17.0,aw . ` glad . would one ?,4,2.0
297bc17467,Last day in Dijon,Last day in Dijon,neutral,noon,21-30,Paraguay,7132538.0,397300.0,18.0,last day dijon,3,2.0
f178273088,Is trying to buy a new bible...but they just aren`t the same...why did my dogs have to chew it up?,Is trying to buy a new bible...but they just aren`t the same...why did my dogs have to chew it up?,neutral,morning,0-20,Yemen,29825964.0,527970.0,56.0,trying buy new bible ... ` ... dogs chew ?,3,1.0
128a73fbfd," i`ll get my size 40`s out now, straight to the post office  See you later, hun",,neutral,night,70-100,Marshall Islands,59190.0,180.0,329.0,"` get size 40 ` , straight post office see later , hun",3,3.0
32923ec8af,I`m loving the humidity right now...great for the skin....another love that won`t last,loving,positive,night,70-100,Slovenia,2078938.0,20140.0,103.0,` loving humidity right ... great skin .... another love ` last,5,4.0
0c61206a16, not gonna ask what a boom boom is!  morning.,not gonna ask what a boom boom is!  morning.,neutral,noon,21-30,Cyprus,1207359.0,9240.0,131.0,gon na ask boom boom ! morning .,3,2.0
,,,,,,,,,,,4,3.0
61c3b437d9,feeling like in 16 again - watching TWILIGHT & enjoying it,enjoying,positive,night,31-45,Liechtenstein,38128.0,160.0,238.0,feeling like 16 - watching twilight & enjoying,5,4.0
7d59e9dd6b,Grr...Fatboy Slim is out of the EDC Lineup.,Grr...Fatboy Slim is out of the EDC Lineup.,negative,morning,0-20,Serbia,8737371.0,87460.0,100.0,grr ... fatboy slim edc lineup .,2,2.0
6c43ac45a7,"I was going to visit my sister today, but she`s grumpy.  I`ll just chill at home with the family and visit her tomorrow.","I was going to visit my sister today, but she`s grumpy.  I`ll just chill at home with the family and visit her tomorrow.",neutral,morning,0-20,Afghanistan,38928346.0,652860.0,60.0,"going visit sister today , ` grumpy . ` chill home family visit tomorrow .",3,3.0
c5bee8f356,Just chillin`.. I`m a bit bored boohoo  !,Just chillin`.. I`m a bit bored boohoo  !,neutral,morning,0-20,China,1439323776.0,9388211.0,153.0,chillin ` .. ` bit bored boohoo !,3,2.0
747c796ad4,feel. sick. too. much. cheese. on. toast.,sick.,negative,night,31-45,Sierra Leone,7976983.0,72180.0,111.0,feel . sick . . much . cheese . . toast .,1,1.0
e27a4192a9,Ay dios mio! 2 weeks left of college!!! AH CAN`T WAIT!!,Ay dios mio! 2 weeks left of college!!! AH CAN`T WAIT!!,neutral,morning,46-60,Guinea,13132795.0,246000.0,53.0,ay dios mio ! 2 weeks left college ! ! ! ah ` wait ! !,3,2.0
,,,,,,,,,,,5,3.0
938186d71c, Yey! holiday Monday in Uk today ... have a chilled day,Yey! holiday Monday in Uk today ... have a chilled day,neutral,noon,60-70,Côte d'Ivoire,26378274.0,318000.0,83.0,yey ! holiday monday uk today ... chilled day,3,5.0
2f50cb1ab9, hey you!,hey you!,neutral,noon,21-30,Tunisia,11818619.0,155360.0,76.0,hey !,3,3.0
b732cd6641, I`m sorry,I`m sorry,negative,noon,21-30,Saudi Arabia,34813871.0,2149690.0,16.0,` sorry,1,2.0
ff2176fc9f,What`s with the mass exodus from work at half three?  It makes me sad,sad,negative,night,31-45,Canada,37742154.0,9093510.0,4.0,` mass exodus work half three ? makes sad,2,2.0
aa1f476226,About to venture forth to Turkey Creek & fetch the boy after his post prom festivities. Hope he had fun,Hope he had fun,positive,night,31-45,Tonga,105695.0,720.0,147.0,venture forth turkey creek & fetch boy post prom festivities . hope fun,4,4.0
fff44ae9f9,_Cullen oh really!!! i`ve already put all the pics up!! sorry!!   http://twitpic.com/61oj0,sorry!!,negative,morning,0-20,Singapore,5850342.0,700.0,8358.0,_cullen oh really ! ! ! ` already put pics ! ! sorry ! ! http : //twitpic.com/61oj0,1,2.0
6f8bd2c26d,wee. done with advance audit paper,wee. done with advance audit paper,neutral,morning,46-60,Mozambique,31255435.0,786380.0,40.0,wee . done advance audit paper,3,3.0
f5e5205d2e," You know I am so ashamed. I did not watch a single episode of the new GH season.  I kept falling asleep, so I gave up.",,negative,morning,46-60,New Zealand,4822233.0,263310.0,18.0,"know ashamed . watch single episode new gh season . kept falling asleep , gave .",1,2.0
fba62df79b, Im soooo intrigued! I want to try this weekend. Kaya lang baka maaddict ako.,intrigued!,positive,morning,0-20,Timor-Leste,1318445.0,14870.0,89.0,im soooo intrigued ! want try weekend . kaya lang baka maaddict ako .,5,4.0
0aa4bb0f1f," I Love This Song lol, You`re amazing Steph , xoxo",amazing,positive,night,31-45,Uzbekistan,33469203.0,425400.0,79.0,"love song lol , ` amazing steph , xoxo",4,5.0
b05be3118d,is having trouble breathing through the pain..and now i have a **** fever...   (^~^)<^>,,negative,morning,46-60,Solomon Islands,686884.0,28000.0,25.0,trouble breathing pain .. * * * * fever ... ( ^~^ ) < ^ >,2,1.0
9e79ecea42," Awww, that sucks. Maybe it`s on Youtube somewhere?",sucks.,negative,noon,60-70,Oman,5106626.0,309500.0,16.0,"awww , sucks . maybe ` youtube somewhere ?",2,2.0
b4e4fa2c30,_kritt GPS location: http://bit.ly/SPW5s here I am,here I am,neutral,night,31-45,Senegal,16743927.0,192530.0,87.0,_kritt gps location : http : //bit.ly/spw5s,3,1.0
53ee11336d,"Well, it was very inspirative day. There`s no room for design in todays schedule, so i`m heading to bed","Well, it was very inspirative day. There`s no room for design in todays schedule, so i`m heading to bed",neutral,morning,0-20,Ethiopia,114963588.0,1000000.0,115.0,"well , inspirative day . ` room design todays schedule , ` heading bed",3,4.0
a88181a7ec,some advice for all of you: dont pressure wash your foot. it hurts and is not worth it. you really do want the skin on your foot. FYI. ow,some advice for all of you: dont pressure wash your foot. it hurts and is not worth it. you really do want the skin on your foot. FYI. ow,neutral,night,70-100,Canada,37742154.0,9093510.0,4.0,advice : dont pressure wash foot . hurts worth . really want skin foot . fyi . ow,3,1.0
a1601594c3,http://twitpic.com/4wr8k - Ashley Tisdale - Love the shades girl,Love the shades girl,neutral,night,70-100,South Africa,59308690.0,1213090.0,49.0,http : //twitpic.com/4wr8k - ashley tisdale - love shades girl,3,3.0
df4d4037f0, TY very much for FF,TY very much for FF,positive,night,70-100,Peru,32971854.0,1280000.0,26.0,ty much ff,4,1.0
6d7df29b0f, there is no sun here in florida..it`s all rainy and cloudy.,there is no sun here in florida..it`s all rainy and cloudy.,neutral,noon,21-30,Dominican Republic,10847910.0,48300.0,225.0,sun florida .. ` rainy cloudy .,3,2.0
,,,,,,,,,,,5,3.0
57053c2d16," nope, would be no music","nope, would be no music",neutral,night,31-45,Canada,37742154.0,9093510.0,4.0,"nope , would music",3,1.0
d0c092c3ee," Sadly, I can`t view that site due to region restrictions",,negative,noon,21-30,Somalia,15893222.0,627340.0,25.0,"sadly , ` view site due region restrictions",2,2.0
329bccf31a,DIVERSITY DIVERSITY DIVERSITY TODAYYYYYY!!!!!!!!!!!!!,DIVERSITY DIVERSITY DIVERSITY TODAYYYYYY!!!!!!!!!!!!!,neutral,night,70-100,Bahamas,393244.0,10010.0,39.0,diversity diversity diversity todayyyyyy ! ! ! ! ! ! ! ! ! ! ! ! !,3,5.0
0acb5a4bae,How sad is it that your best friend is so selfish and heartless that they exclude you from their life completely...I`m so sad,..I`m so sad,negative,noon,60-70,Germany,83783942.0,348560.0,240.0,sad best friend selfish heartless exclude life completely ... ` sad,2,1.0
b1fd95cf83,sooo cloooseee,sooo cloooseee,neutral,night,31-45,Netherlands,17134872.0,33720.0,508.0,sooo cloooseee,3,3.0
16548b81c2,The sun is out here in Melbourne! Happy Mothers Day to all the mums out there,Happy,positive,night,70-100,Ghana,31072940.0,227540.0,137.0,sun melbourne ! happy mothers day mums,4,5.0
773f3ebea4,"Nice place to eat in sao paulo, brazil  http://twitgoo.com/28hh",Nice place,positive,morning,0-20,Rwanda,12952218.0,24670.0,525.0,"nice place eat sao paulo , brazil http : //twitgoo.com/28hh",4,4.0
f7f3dc7102," no, New orleans.. been here since katrina ..",,neutral,morning,46-60,France,65273511.0,547557.0,119.0,", new orleans .. since katrina ..",3,2.0
b12cead655,"just woke up, hopefully going to see the Xmen film today?","just woke up, hopefully going to see the Xmen film today?",neutral,noon,21-30,Switzerland,8654622.0,39500.0,219.0,"woke , hopefully going see xmen film today ?",3,3.0
3f1fb0ae3c,oww...just bit my tongue,oww...just bit my tongue,neutral,night,70-100,North Macedonia,2083374.0,25220.0,83.0,oww ... bit tongue,3,2.0
3c5237ca23,Today = marking *135,Today = marking *135,neutral,morning,0-20,Mali,20250833.0,1220190.0,17.0,today = marking * 135,3,2.0
54b5b970f4, You`re very welcome,You`re very welcome,positive,night,31-45,Liechtenstein,38128.0,160.0,238.0,` welcome,5,5.0
02fa5f5a0e, I use NewsFire. Works like a charm,Works like a charm,positive,night,70-100,Saint Lucia,183627.0,610.0,301.0,use newsfire . works like charm,5,5.0
c6ab65bfbc,i really want a blackberry  my sidekick is hella wack. night,sidekick,negative,morning,0-20,Turkmenistan,6031200.0,469930.0,13.0,really want blackberry sidekick hella wack . night,2,2.0
de75916180,"  Lol  grey skies as far as the eye can see, which is about 20 yards","Lol  grey skies as far as the eye can see, which is about 20 yards",neutral,noon,60-70,Lebanon,6825445.0,10230.0,667.0,"lol grey skies far eye see , 20 yards",3,2.0
1aaa87b4a3,_michele but sometimes not having to say nice things all the time is kinda fun  *teehee*and now I`ll put this back on as well *halo*,michele but sometimes not having to say nice things all the time is kinda fun  *teehee*and now I`ll put this back on as well *halo*,neutral,noon,60-70,Malta,441543.0,320.0,1380.0,_michele sometimes say nice things time kinda fun * teehee * ` put back well * halo *,3,3.0
c501544be4,Potluck for danielle taking veggie tray. I will miss her,,negative,morning,46-60,Bahrain,1701575.0,760.0,2239.0,potluck danielle taking veggie tray . miss,2,2.0
e16a1e4c21," Thanks! I have a Teflon liver (Being Scottish, I was raised on whisky)",Thanks!,positive,night,31-45,Bahamas,393244.0,10010.0,39.0,"thanks ! teflon liver ( scottish , raised whisky )",4,3.0
85040fe8e2,i looking at failure,i looking at failure,neutral,night,70-100,Russia,145934462.0,16376870.0,9.0,looking failure,3,1.0
65f5ce236f,wants  to come back online so that he can talk about all the gossip and horrible things which transpired today.,,negative,noon,60-70,Paraguay,7132538.0,397300.0,18.0,wants come back online talk gossip horrible things transpired today .,2,2.0
028d2cba2d,"I`m always a little sad to see followers I really like, decide to unfollow me.",little sad to,negative,night,70-100,Barbados,287375.0,430.0,668.0,"` always little sad see followers really like , decide unfollow .",2,2.0
200a6a20e1, I`m going to Cali in like two weeks! But it`s nor cal,I`m going to Cali in like two weeks! But it`s nor cal,neutral,noon,21-30,Bangladesh,164689383.0,130170.0,1265.0,` going cali like two weeks ! ` cal,3,3.0
6548ec2f3b,Struggling...selfishness and jealousy doesn`t get you any further in life... ohh myyy,selfishness,negative,night,70-100,Saint Lucia,183627.0,610.0,301.0,struggling ... selfishness jealousy ` get life ... ohh myyy,2,1.0
,,,,,,,,,,,4,3.0
0828ad29fe,_123 i cant sleep,cant sleep,negative,night,70-100,Italy,60461826.0,294140.0,206.0,_123 cant sleep,1,1.0
72b3ed90f8,"Working security for the club tonight. First time working it in about a month. Should be interesting. Oh, and hi Kelsenator!",interesting.,positive,night,31-45,Croatia,4105267.0,55960.0,73.0,"working security club tonight . first time working month . interesting . oh , hi kelsenator !",5,3.0
5fb49dac18,My mother is taking Gambit to the vet today. I hope it`s nothing too serious.,I hope it`s nothing too serious.,positive,night,70-100,Australia,25499884.0,7682300.0,3.0,mother taking gambit vet today . hope ` nothing serious .,4,3.0
89ac21e1f6,Man i am being boring today not tweeting  How are you guys?,,negative,noon,60-70,Tuvalu,11792.0,30.0,393.0,man boring today tweeting guys ?,1,1.0
