score,Text
neutral,kauko-telko 's centralized administration dissolved appropriate parts transferred operating activities group administration end year .
neutral,"kemira 's r & organization comprises approximately 750 people , company said ."
neutral,l & also acquired 50 pct stake local sector company salvor oy beginning september 2007 .
neutral,"latin america currently accounts approximately 40 % sales tecnotree , company president ceo eero mertano recently told bnamericas ."
neutral,"lcs 's services cover whole life cycle software information systems , process modelling tailored software development , hosting services , solution management , maintenance support ."
neutral,lieksaare oy earlier regarded control saarelainen oy individual shareholders shareholder agreement .
neutral,"liquid handling products include electronic mechanical pipettes , disposable tips well pipette maintenance calibration services research institutions , healthcare industrial laboratories ."
neutral,"adp news - jan 13 , 2009 - finnish industrial environmental measurement equipment maker vaisala oyj omx : vaias said yesterday develop operational reference radiosonde climate change observations ."
neutral,"adpnews - dec 23 , 2009 - norwegian financial services group sparebank 1 gruppen osl : sbgrp said board directors appointed today jarle haug managing director claims collection subsidiary sparebank 1 gruppen finans"
neutral,m+ñkel+ñ demanding new board company well discussions merger alma media media company talentum .
neutral,marathon estimates value remaining stake protalix $ 27 million .
neutral,margin call zanadvorov given chance make purchase credit deutsche bank usd 560 million .
neutral,marimekko considering measures matter .
neutral,marketing use tikkurila 's existing infra structure local knowledge russia .
neutral,"metsaliitto sell 1.1 million b shares neomarkka , accounting 18.3 pct neomarkka 's equity 12.7 pct voting rights ."
neutral,"moreover , konecranes kito intend transfer hoist distribution business konecranes ' japanese joint venture mhs konecranes kito ."
neutral,"growth beer consumption took place far east , latin america africa ."
neutral,"raw materials come europe us paid euros us dollars , sales take place rubles ."
neutral,"recently , founded virent energy systems , inc. , 80 person catalytic biofuels company , , president ceo , led company multiple financings , defined company 's market strategy , secured company 's first customers ."
neutral,"motorola accounted 11.5 percent south korean handset market end april , samsung held 55 percent lg electronics 19 percent , according korea-based atlas research group ."
neutral,"motorola inc. united states came second shipments 217.4 million units 21.3 percent market share , followed south korea 's samsung electronics co. shipments 118.0 million units 11.6 percent share ."
neutral,mr jortikka president base metal division outotec oyj finland executive committee outotec .
neutral,mr k.r . vasantha appointed managing director incap contract manufacturing services pvt . ltd. .
neutral,mr. doring eaton since 1989 acted business unit manager eaton 's power controls business unit since january 2007 .
neutral,mr. koistinen joins nokia siemens networks held various senior sales management business development positions since 1997 .
neutral,"mr. mcdonald started evening set , featuring hits solo career doobie brothers years selection r & b cover songs met mixed results ."
neutral,news corp. 's myspace.com web site display submissions expanded broadband emmy awards part effort identify aspiring video artists .
neutral,changes regarding virala oy ab ownership shares tiimari taken place .
neutral,financial details deployment disclosed .
neutral,financial pricing details disclosed .
neutral,planned closing date provided .
neutral,service pricing details disclosed .
neutral,"nordea bank ab publ holds 6.000 alma media shares , representing 0.008 % share capital voting rights ."
neutral,nordea pankki suomi oyj 's ownership stonesoft corporation decreased 1-20 .
neutral,nordea coordinate syndicated loan .
neutral,nordstjernan used option buy another 22.4 % stake salcomp 's shares votes .
neutral,n-viro operates processing facilities independently well partnership municipalities .
neutral,"okmetic closed plant espoo early 2004 , production lines site moved okmetic 's plants vantaa , finland texas , usa ."
neutral,"okmetic global customer base sales network , production plants finland us contract manufacturers japan china ."
neutral,"preliminary estimate , hotel operate brand novotel ."
neutral,one largest projects magazine division sanomawsoy - sanoma magazines international 2006 became launch russian magazine gloriya .
neutral,"operating profit operations finland period review totaled eur 11.3 mn , remaining 2005 level ."
neutral,op-pohjola group 's capital adequacy ratio act credit institutions stood 12.1 % tier 1 ratio 12.1 % .
neutral,"customers include companies energy process industry sectors , particular ."
neutral,"key geographical markets europe , russian federation , middle-east , south-africa japan ."
neutral,tools specifically designed needs business users ict experts mind .
neutral,"outotec 's delivery covers engineering , supply construction circulating fluid bed calcination plant capacity 1,600 tons alumina per day ."
neutral,"ova press 60 % stake joint venture , imsm holds 40 % stake ."
neutral,"panostaja owns 68.77 pct share capital voting rights suomen helasto shares following exchange shares carried may 30 , 2007 ."
neutral,"paper company m-real calculated 100,000 biscuit cartons made using 25gsm lighter board , co2 saved course 12 months would equal generated driving 1,000 km car ."
neutral,part reductions made retirement arrangements .
neutral,"payment acquired shares made cash , price per share eur 1 plus administration fee ."
neutral,pharmaceutical market czech republic global research & data services published recently market analysis pharmaceutical markets czech republic .
neutral,pharmaceutical market italy global research & data services published recently market analysis pharmaceutical markets italy .
neutral,pharmaceutical market netherlands global research & data services published recently market analysis pharmaceutical markets netherlands .
neutral,"previously , projected figure slightly lower 2009 ."
neutral,"previously , company expected 2008 financial performance remain level 2008 ."
neutral,profit taxes totaled eur 12.1 mn .
neutral,qpr processguide available system solution centralized storage management process content well standalone desktop version ; qpr processguide xpress .
neutral,"quartal oy owns 2,094,063 shares satama interactive plc , represents 5,19 per cent share capital voting rights ."
neutral,renesas mobile europe ltd approximately 470 employees oulu .
neutral,rihko started manage raisio 's benecol business summer 2006 heading tobacco company altadis ' european operations .
neutral,rimi supermarket key customer magistral center .
neutral,"rimvesta controlled estonian-owned real estate development company ell nekilnojamas turtas , member merko , largest construction group baltic countries ."
neutral,"risto raty , tekla 's executive vice president , said tekla structures archicad cover entire design documentation workflow throughout construction project ."
neutral,"rohwedder group automotive supplies , telecommunications electronics industry provider customers europe , north america asia ."
neutral,rsa 's shares closed 156.9 p time going press .
neutral,rubin says expects capman announce 1-2 additional transactions 2009 .
neutral,russia 's video international group holds controlling stake russian media ventures .
neutral,"sampo group become major shareholder nordea owns trygvesta 's main competitor , p & c insurance ."
neutral,scanfil holdings include 100 % contract electronics manufacturer scanfil ems group .
neutral,"since registration shares subscribed directed share issue , new number panostaja shares voting rights 41,733,110 ."
neutral,"stora enso 's business north america annual capacity 3 million tons employs 4,350 people ."
neutral,stora enso receive 19.9 pct equity interest combined company .
neutral,stora due release fourth-quarter 2009 full-year earnings feb. 4 .
neutral,storengy gdf suez company dedicated underground storage natural gas .
neutral,talentum acquired 47.5 pct stake varesvuo partners 1997 remaining 2002 2005 .
neutral,"technopolis set aside plot land measuring 4.6 hectares build park , mikkonen said ."
neutral,tekla group 's net sales 2006 approximately 50 million euros operating result 13.6 million euros .
neutral,"thanks extensive industry operations experience , cybercom offers strategic technological expertise markets : telecom , industry , media , public sector , retail , banking financial services ."
neutral,"address also happens house italian megamart eataly , meaning `` come , kids , 're going toy building ! ``"
neutral,"3c expo signature show dongguan , supported dongguan municipal government every year , featuring computer accessories , software , communication network products ."
neutral,"acquired business main asset mobile authentication signing solution , branded tectia mobileid , provides authentication web e-mail , ssl-vpn , ms sharepoint , tectia secure solutions applications resources ."
neutral,agreement includes application maintenance support services .
neutral,agreement includes entire process managing mercator 's supply chain regions company currently present .
neutral,"americas represents 25 % gemalto 's billing , latin america one fastest growing regions company ."
neutral,annual value contracts estimated usd 2mn next three years .
neutral,bank 's leasing arm nordea liising ended year profit 4.4 million euros .
neutral,"board established remuneration committee following members : - sari baldauf chairman - tapio hintikka - heikki westerlund addition , board decided appoint nomination committee later stage ."
neutral,"bond , maturity five years , part bank 's domestic bond program ."
neutral,bridge part highway 14 development project .
neutral,building house product development test laboratories .
neutral,business area 's net sales slightly 2m 2006 .
neutral,business development initiatives north america headed lynn shanahan .
neutral,"business organised , february 1 , 2011 , way production design services combined one entity , etteplan operations ."
neutral,"business transfer take effect 1 january 2007 , connection 47 employees transfer elisa daxtum continuing employees ."
neutral,center built kapuli district mantsala beside hanko-mantsala-porvoo road near new direct rail link lahti jarvenpaa .
neutral,changes readership significant .
neutral,closing transaction took place today .
neutral,"closing transaction scheduled take place january 10 , 2008 ."
neutral,combined capital funds expected eur 100mn-150mn .
neutral,combined company pro-forma net sales 140 mln euro $ 188.9 mln operating profit 13 mln euro $ 17.5 mln 2006 .
neutral,"commission found evidence several meetings discuss cartel , including one brussels restaurant november 1997 companies discussed price increases ."
neutral,"committee proposes following remuneration : monthly remuneration eur 5,000 chairman , eur 3,500 deputy chairman , eur 2,500 board members ."
neutral,"company , eur2 .8 bn assets , counts among five largest shareholders finnish insurers ilmarinen 4.34 % varma 0.70 % , well finnish state pension fund ver 0.61 % ."
neutral,company also equipped sculptural complex rabochy kolkhoznitsa worker collective farmer moscow snow melting system .
neutral,company distribute dividend 2005 .
neutral,company expects net sales whole 2009 previous year levels .
neutral,"company expects net sales whole 2007 eur 950mn-1 ,000 mn ."
neutral,"company net sales eur 10.8 million 2008 , today approximately 120 employees finland , estonia poland ."
neutral,company net sales eur 19.8 mn pre-tax profit eur 1.8 mn 2005 .
neutral,company 120 employees annual sales approximately eur16m .
neutral,company annual turnover eur32 .8 .
neutral,"company involved sale financial products including insurance , mortgages , car personal loans , financial brokerage equipment finance leasing ."
neutral,"company operates four principal divisions : consumer packaging ; office papers ; speciality papers , well market pulp energy ."
neutral,company reported net sales 302 mln euro $ 441.6 mln operating margin 16 pct 2006 .
neutral,"company 's set services include digital printing , printing preparation , offset-printing , after-treatment services send services ."
neutral,"company 's transportation business conducted florida rock & tank lines , southeastern transportation company concentrating hauling motor carrier liquid dry bulk commodities ."
neutral,"company said 80 % shares holding company sold meadville holdings limited , hong kong listed parent company meadville group ."
neutral,company said agreed eur160m unsecured credit line lenders .
neutral,"company said operations sold newly established company , cps gmbh , present management plastics business co-owner ."
neutral,"composite body coated hard coating layer produced thermal spraying , coating ground . ``"
neutral,"connectivity unit 100 e-invoice customers , number annual transactions stands nearly one million ."
neutral,contract includes option deliver additional 75 ascs next phases project .
neutral,contract worth eur 1 million .
neutral,contract value amounts eur 2.4 million .
neutral,credit covers approximately 70 % ship 's price .
neutral,customer cooperative retailer osuuskauppa suur-savo .
neutral,customer local company etera mutual pension insurance co principal tenant unit media company alma media corp hel : aln1v .
neutral,"customer forwarded site , unknown logged first number ."
neutral,"deal includes rental equipment related merchandise , rental contract depot two employees , company said ."
neutral,"decision reflects underutilisation line , produces nonwovens used medical wipes applications well automotive industry ."
neutral,"decision made whether group agrees import estonian meat meat products finland , paper added ."
neutral,"devices would launched chinese market late 2006 , company said ."
neutral,diameter protocol developed according standards ietf rfc 3588 ietf rfc 3539 .
neutral,divested activities net sales eur 145.1 million 2009 operating profit eur 8.9 million .
neutral,"divested company part tietoenator 's business area government , manufacturing & retail ."
neutral,dividend come top 0.45 eur shares 0.43 k shares already paid last year 's accounts .
neutral,"division also includes joint sales , marketing controlling functions units ."
neutral,ea reng group posted sales approximately 84 million kroons 2007 .
neutral,"ebrd using funds provide 21.6 million loan b portion 10 million euros syndicated two finnish commercial banks , nordea bank finland plc pohjola bank plc . ."
neutral,"ebrd using funds provide 21.6 million loan b portion 10 million euros syndicated two finnish commercial banks , nordea bank finland plc 7.7 million euros pohjola bank plc 2.3 million euros ."
neutral,"ebrd using funds provide 21.6 mln loan b portion 10 mln euros syndicated two finnish commercial banks , nordea bank finland plc 7.7 mln euros pohjola bank plc 2.3 mln euros ."
neutral,"economic development trade ministry industry energy ministry , along kostroma regional administration russian lumberman timber exporters union , carrying work acquire investment construction pulp paper mill neya since 2003 ."
neutral,electricity requirement networks grow new mobile generation .
neutral,energy sector accounted approximately 33 % steel industry 57 % transportation volume .
neutral,enterprise value maritim food determined approximately eur15m .
neutral,"equipment ixonos acquires deal includes mechanical engineering hardware ; rf antenna measurement laboratory ; facilities measurement audio , cameras displays ; well devices robot units testing mobile devices ."
neutral,"equipment made vaahto 's plant hollola finland , delivery scheduled first quarter 2009 ."
neutral,estimated annual value frame agreement eur 50mn .
neutral,estimated value deal usd 9.2 million .
neutral,eur17m contract includes design construction works .
neutral,"executive said countries brazil , chile , argentina mexico lead adoption business ethernet services segment , brazil mexico early adopters carrier ethernet mobile backhaul ."
neutral,expanded company continue called newpage .
neutral,expanded plant scheduled operational middle october 2009 .
neutral,expansion finalized autumn 2009 .
neutral,expansion delivered fourth quarter 2006 .
neutral,facility consists seven year bullet term loan 200 mln euro $ 292.4 mln 150 mln euro $ 219.3 mln five year revolving credit facility .
neutral,"facility lettable area 19,000 sq m. plot plant , located ratasmaki business park , purchased city forssa ."
neutral,figure include food exports finland .
neutral,"figure includes change fair value property portfolio , eur 26.2 million ."
neutral,"filter tips cover volume range 0.1-1200 -ál including new sizes 10 , 20 , 100-120 , 200 , 300 , 1000 1200 -ál volume capacities ."
neutral,final outcome rights offering reported around 23 october 2009 .
neutral,firm builds components mobile phones communications products .
neutral,"government started sell-off last month , putting 8 percent stake teliasonera auction bloc ."
neutral,"group posted net sales 35.3 mln euro $ 46.5 mln operating profit 760,000 euro $ 1.0 mln 2005 ."
neutral,group 's net sales 2007 eur683 .6 .
neutral,"group 's turnover 2006 eur 39.2 million , operating profit eur 3.9 million ."
neutral,"liquid handling segment offers laboratory equipment accessories , including mechanical electronic pipettes , disposable tips used research institutions , universities , hospitals , well pharmaceutical , food , industries biohit brand ."
neutral,"manufacture cpps undertaken existing export oriented unit eou wartsila 's factory khopoli , near mumbai ."
neutral,manufacturing begin pietarsaari beginning year 2009 delivery take place october 2009 .
neutral,markets expect heineken sell hartwall whole parts .
neutral,"significant capital expenditure items global enterprise resource planning erp project , product development production machines ."
neutral,"move carried transferring hkscan 's production-related property , plant , equipment , well holdings subsidiaries associate companies country hkscan finland ."
neutral,net sales healthcare trade business 2009 eur 145.1 million eur 155.2 million operating profit eur 8.9 million eur 7.9 million .
neutral,net sales power plants business eur 710.3 million 2005 .
neutral,new shares entitle holders dividends fiscal 2006 .
neutral,non-recurring costs caused talentum 's premedia business area restructuring amount 2.0 mln euro $ 2.7 mln included company 's financial results second quarter 2007 .
neutral,ongoing project tekla structures used vashi exhibition centre developed insteel engineers pvt ltd-iivrcl infrastructures & projects ltd & cidco .
neutral,"operations sold include manufacturing units finland , france , poland turkey , well sales units germany lithuania ."
neutral,options might include partial total divestment shareholdings ovako .
neutral,"order also covers design services , hardware , software licences , well maintenance services six years ."
neutral,order also includes extensive maintenance work shoe press delivered vaahto 2001 .
neutral,"order consists outsourced application management , support planning tecnotree third-party applications ."
neutral,order includes 48 ship cranes delivered 12 container feeders built wenchong shipyard china .
neutral,"order values eur 6.9 mn , consists design services hardware software licences ."
neutral,orders also include high-power drives control seismic compressors .
neutral,"orders 26 machine-room-less kone monospace elevators , would installed 2006 ."
neutral,oulu plant employs approximately 120 people .
neutral,percentages shares voting rights calculated proportion total number shares registered trade register total number voting rights related .
neutral,per-share subscription price shares subscribed option rights eur 1.35 .
neutral,"polish business employs 1,000 people , net sales eur 70mn 2007 ."
neutral,"portfolio comprises 118,000 m2 leasable space vacancy rate roughly 5 % , let around 140 tenants two largest swedish government ericsson ."
neutral,"program , started summer 2007 , originally estimated last approximately two years ."
neutral,proposal shareholders elect mr. hannu krogerus board based long unrivalled experience knowledge matters related elcoteq .
neutral,"remainder revenues come technology agreements firms , interdigital said ."
neutral,"remaining amount funded debt , danish bank said ."
neutral,"reorganisation carried transferring hkscan corporation 's production-related property , plant equipment finland well holdings subsidiaries associates hkscan finland oy , holding company wholly owned hkscan corporation ."
neutral,report contains category level company brand share well distribution share information 2007 2008 .
neutral,"russian gas giant invested another 46 million litas company late 2004 owns 99.5 percent stock capital , amounts 86.936 million litas ."
neutral,"second company acquired sweden 's reftele maskinservice ab , whose business mainly field services spare parts manufacturing , 10 employees 1.2 mln eur sales year ."
neutral,"segments company operates frozen food business , seafoods , vegetable oil business , grain trading business operations ."
neutral,"selling consortium includes funds managed oko bank 's venture capital unit , bio fund management finnish industry investment , government-owned investment group ."
neutral,"solution demonstrated tablet developed aava mobile multi-window system , enables use several applications simultaneously , example viewing messages calendar side side ."
neutral,solution installed usa support north american operations customer .
neutral,"stockmann department store total floor space 8,000 square metres stockmann 's investment project price tag eur 12 million ."
neutral,studies expected start 2008 .
neutral,"swedish buyout firm sold remaining 22.4 percent stake , almost eighteen months taking company public finland ."
neutral,"tanks delivered company currently building chemical tank farm antwerp , northern belgium ."
neutral,"tekla structures product box , needed , made recycled material ."
neutral,terms transactions remained undisclosed .
neutral,total capacity factory approximately 100 engines year .
neutral,"total floor area plant expansion 29,000 square metres ."
negative,"total headcount reduction 50 persons , company said ."
neutral,total investment 2006 2007 expected amount eur75m .
neutral,"total investment company eur58m , wartsila 's share eur29m ."
neutral,total investment project approximately eur 36m .
neutral,"total value agreement usd4 .0 , company said ."
neutral,total value contract eur 8 million .
neutral,total value deal usd 29mn .
neutral,"total value project eur53m , including plots transferred atria ."
neutral,"total value project estimated 3.0 mln euro $ 4.4 mln , services 2.0 mln euro $ 2.9 mln third-party licences 1.0 mln euro $ 1.5 mln ."
neutral,total value two contracts eur 21 million .
neutral,transaction planned financed eur40m market-based loan granted standard chartered bank hong kong .
neutral,transaction value cad 15 million approximately eur 10 million .
neutral,"unit 's clients mainly field specialist convenience goods , well textile , shoe furniture businesses ."
neutral,value contract eur 27mn .
neutral,"value contract eur1 .0 m. poyry , headquartered vantaa , finland provides consulting engineering services energy , forestry infrastructure & environment sectors ."
neutral,value contract eur 25mn .
neutral,value contract total usd12m .
neutral,value contracts eur 3.3 mn .
neutral,value deal disclosed .
neutral,value deal estimated sek25m sek50m .
neutral,value deal disclosed .
neutral,value multi-year agreement eur 2mn year .
neutral,value three-year contract estimated eur40m .
neutral,value kind order amounts usually euro 2 3 million .
neutral,"web-marela application handles invitations quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , deliveries ."
neutral,"venture , 51 % owned kemira 49 % ivrcl , operate inorganic coagulant manufacturing facility , built vishakapatnam vizag state andhra pradesh kick operations second half 2011 ."
neutral,"works include laying natural stone pavements installation underground heating , surface water drainage systems ."
neutral,previous share subscriptions 2004 stock options .
neutral,"new units built cargotec 's state art manufacturing facility san antonio , texas , usa , started operations 2009 ."
neutral,share transactions part company 's strategy relinquishing assets part core business .
neutral,six agreements company 's first customer acquisitions india since taking tvs electronics ' contract manufacturing facility jun 2007 .
neutral,"could us time , `` said ."
neutral,wood lacquered clock comes stripy hand-crocheted cover .
neutral,see slide show newest product releases fiskars .
neutral,total value contract eur 10mn .
neutral,"trading name velta uk , former uponor brand , company uponor 's long-term partner supplying velta-branded systems particularly commercial industrial building sector uk internationally ."
neutral,"tulikivi manufactures heat-retaining , soapstone ceramic fireplaces , well natural stone products utility ceramics ."
neutral,"tyrv+ñinen opinion airline repeating time already , however ."
neutral,"finnish law , parliament grants licences build nuclear power plants ."
neutral,"agreement , larox transfer 10 employees within engineering documentation related delivery projects product maintenance finland etteplan january 1 , 2007 ."
neutral,"agreement benefon 's forthcoming range twig integrated gps navigation mobile phone devices use jointly developed web-based tracking location technology , consumer commercial applications ."
neutral,"transaction agreement , metsaliitto purchase 24.7 % metsa-botnia 's shares upm 3 % m-real ."
neutral,underground parking facilities also built basement floor .
neutral,"unit prices straddle carriers vary eur700 ,000 eur900 ,000 , company added ."
neutral,"unlisted british biologicals makes b - - proteins , disease-specific supplements cover diabetes , hepatitis , asthma cardiovascular ailments ."
neutral,upm-kymmene said ` indicated interest domestic consolidations ' .
neutral,vaisala 's board directors propose dividend 0.85 euro $ 1.24 per share company 's annual general meeting .
neutral,vaisala 's expertise lightning data information systems based extensive experience investment r & .
neutral,valmet automotive reports net sales eur 85mn operating profit eur 8mn .
neutral,"look forward take part future development company , `` says tomas billing , president nordstjernan ."
neutral,"veidekke , headquartered oslo , norway , scandinavian construction property development group 6,350 employees norway , sweden denmark , annual turnover nok16 .4 bn ."
neutral,"company indicate level investment unit , said purchased equipment nokia corporation 's mobile phone r & laboratory jyvaeskylae ."
neutral,subscribe magazine ?
neutral,vianor sells tires cars trucks well range car parts provides maintenance services .
neutral,"new arrangement , customer responsibilities become mainly regional ."
neutral,"acquisition wireless modem unit approximately 1,100 employees transferred renesas electronics corporation ."
neutral,hear latest insights updates citycon 's strategy well latest news business units .
negative,"third quarter fiscal 2008 efore swung net loss eur 400,000 versus net profit eur 200,000 corresponding period fiscal 2007 ."
negative,"konecranes oyj kcr1v fh fell 5.5 percent 20.51 euros , biggest fall since june ."
negative,"net sales financial year 2006 expected amount eur20m operating result ebit expected loss , announced ."
negative,operating loss totaled eur 25mn compared profit eur 63mn corresponding period 2005 .
negative,"production levels agreed producers long time ago , fall consumption lead losses ."
negative,return investment roi 4.1 % compared 43.8 % first half 2008 .
negative,"ssh communications security corp stock exchange release october 14 , 2008 2:45 pm company updates full year outlook estimates results remain loss full year ."
negative,"sale result capital loss eur5m solidium , obtained tikkurila shares march 2010 ."
neutral,fair value investment properties eur 2 251.0 ( 1 281.4 ) million .
negative,"total 16.5 mn passenger ship journeys took place northern baltic sea 2007 , slightly 16.5 mn 2006 ."
negative,finnish media group talentum issued profit warning .
negative,"finnish shipping company finnlines ' pretax loss totalled eur 6.5 mn third quarter 2009 , compared profit eur 0.3 mn third quarter 2008 ."
negative,"finland , city forssa said pay compensation food industry companies hk ruokatalo atria lye leak tap water occurred march 2008 ."
negative,"acando ab ( acanb ss ) fell 8.9 percent 13.35 kronor , lowest close since dec. 11 ."
neutral,"according shipping company viking line , eu decision significant financial impact ."
negative,"according ceo matti perkonoja parent company hkscan , company 's performance first quarter 2010 remained clearly level corresponding period 2009 ."
neutral,"point 2010 , separate company names , palmberg , tekmanni , lemcon , forssan betoni , suonenjoen betonituote , among others , disappear ."
negative,"cencorp 's net sales first quarter estimated eur0.9-1 .2 , compared eur4 .5 first quarter 2008 ."
negative,diluted earnings per share ( eps ) stood eur 0.25 versus eur 0.42 .
negative,earnings per share ( eps ) amounted loss eur0 .05 .
negative,earnings per share ( eps ) amounted loss eur0 .06 .
negative,expense ratio 102.6 % compared 92.9 % corresponding period 2005 .
negative,finnish automation solutions developer cencorp corporation ( omx helsinki : cnc1v ) issued thursday ( 18 september ) profit warning third quarter 2008 .
negative,finnish communication electronics components supplier scanfil oyj tuesday said sales first half 2006 15 % lower period year ago .
negative,finnish forest industry group stora enso oyj issued thursday ( 20 march ) profit warning first quarter 2008 .
negative,finnish technology company raute corporation ( omx helsinki : rutav ) issued tuesday ( 23 september ) profit warning financial year 2008 .
negative,"q1 2009 , company 's operating loss totalled eur 0.3 mn , compared profit eur 3.6 mn q1 2008 ."
negative,"last year , 8.3 million passengers flew airline , 4 percent 2007 ."
negative,"loss financial items totalled eur 9.7 mn , compared profit eur 1.3 mn corresponding period 2008 ."
negative,loss period totalled eur 15.6 mn compared profit eur 6.3 mn 2008 .
neutral,net loss period 2009 euro18 .6 million .
negative,nokia siemens networks struggled make profit past two years .
negative,operating loss amounted eur 0.9 mn first half 2006 compared profit eur 0.5 mn first half 2005 .
negative,"operating loss pulp & paper machinery unit eur 3mn september 2007 - august 2008 , compared profit eur 3.7 mn year earlier ."
negative,operating loss totaled eur 0.3 mn compared profit eur 2.2 mn corresponding period 2007 .
negative,"operating loss totaled eur 0.8 mn , compared profit eur 0.5 mn ."
negative,"operating loss totalled eur 12.7 mn , compared profit eur 17.7 mn first half 2008 ."
negative,"operating loss totalled eur 3.2 mn , compared profit eur 7.2 mn third quarter 2008 ."
negative,"operating loss totalled eur 4.0 mn , compared profit eur 8.6 mn second quarter 2008 ."
negative,"operating loss totalled eur 5.2 mn , compared loss eur 3.4 mn corresponding period 2008-2009 ."
negative,"operating profit non-recurring items eur 8.3 mn first nine months 2008 , compared eur 8.4 corresponding period 2007 ."
negative,pretax loss totaled eur 117mn compared loss eur 65mn corresponding period .
negative,pretax loss totalled eur 162.3 mn compared profit eur 253.5 mn 2007 .
negative,"pretax loss totalled eur 49.9 mn , compared loss eur 15.4 mn corresponding period 2008 ."
negative,pretax profit totaled eur 4.9 mn compared eur 5.2 mn first quarter 2005 .
negative,"publishing sweden 's operating loss eur 1.1 mn q1 2009 , compared profit eur 0.6 mn year ago ."
negative,rivals say qualcomm fewer patents 3g phones earlier versions lower rates .
negative,company reported today operating loss eur0 .1 net sales eur4 .5 first quarter 2008 .
negative,"company 's annual loss amounted eek 18mn , compared profit eek 7.3 mn 2008 ."
negative,"fair value change investment properties eur 15.8 mn , compared eur 22.9 mn third quarter 2009 ."
negative,stock hit profit warning finnish rival rautaruukki oyj ( omx : rtrks ) .
negative,finnish bank +àland +àlandsbanken issued profit warning .
negative,finnish forest machinery manufacturer ponsse issued profit warning .
negative,"cerberus capital management lp-backed printing paper maker newpage corp. posted mixed second-quarter results , casting cloud planned initial public offering ."
negative,"finnish electronics manufacturing services ems company elcoteq se posted net loss 66.4 mln euro $ 91.2 mln first half 2007 , compared net profit 7.1 mln euro $ 9.8 mln period 2006 ."
negative,finnish laboratory liquid handling diagnostic test systems developer biohit oyj omx helsinki : biobv issued tuesday 3 june profit warning financial year 2008 .
negative,finnish retail software developer aldata solution oyj reported net loss 11.7 mln euro $ 17.2 mln 2007 versus net profit 2.5 mln euro $ 3.7 mln 2006 .
negative,"finnish textiles clothing group marimekko oyj posted net profit 7.99 mln euro $ 10.4 mln 2006 , compared 8.4 mln euro $ 10.9 mln 2005 ."
negative,"2009 , stora enso 's net loss eur 879.7 million compared eur 673.4 million previous year ."
negative,"january-june 2010 , diluted loss per share stood eur0 .3 versus eur0 .1 first half 2009 ."
negative,"october , upm reported third-quarter net loss euro86 million $ 110 million compared net profit euro120 million 2007 ."
negative,operating loss amounted eur 0.7 mn compared profit eur 0.8 mn second quarter 2005 .
negative,"operating loss non-recurring items eur 0.9 mn , compared profit eur 11.5 mn 2008 ."
negative,"operating profit margin 8.3 % , compared 11.8 % year earlier ."
negative,operating profit eur 1.6 mn 2005 compared eur 5.9 mn 2004 .
negative,"operating result showed loss eur 2.9 mn , year , showed profit eur 0.6 mn ."
negative,"salcomp oyj , finnish maker mobile phone chargers , monday posted eur1 .49 million loss second quarter compared 1.70 million profit period previous year ."
negative,scanfil also issued profit warning .
negative,scanfil issued profit warning 10 april 2006 .
negative,"operating loss amounted eur 0.8 mn , compared profit eur 3.9 mn year earlier ."
negative,"period-end cash cash equivalents totaled eur6 .5 , compared eur10 .5 previous year ."
negative,"poorest index figure given finnish power company fortum , 4.5 ."
negative,real estate company posted net loss +ó x201a -¼ 59.3 million +ó x201a -¼ 0.21 per share compared net profit +ó x201a -¼ 31 million +ó x201a -¼ 0.11 per share corresponding quarter 2007 .
negative,"tightened competition situation production automation market affected net sales 2006 , cencorp said ."
negative,"tietoenator 1.13 pct 18.38 , extending recent lows last week 's second-quarter report , dealers said ."
positive,operating profit excluding restructuring costs grew eur 44.5 million eur 31.7 million operating profit including restructuring costs showed even larger growth eur 38.5 million eur 7.4 million .
positive,"china based operation enable us fully leverage resources expertise wireless solutions , also strengthen capability offer industry-leading products customers china . ``"
positive,"cost cutting measures , produced around eur70m savings past nine months , dampened airline 's loss , finnair said ."
positive,groups 's turnover full fiscal year expected show slight increase previous fiscal year .
positive,talks aimed restructuring operations cutting costs .
positive,"consolidated operating profit excluding one-off items eur 30.6 mn , eur 29.6 mn year earlier ."
positive,ebit excluding non-recurring items estimated increase 2009 .
neutral,"february 2011 , new wording identity documents act makes mobile id state-approved electronic document february 1st 2011 entered force ."
positive,lean system supports change management component purchasing extremely well .
positive,operating profit excluding non-recurring items increased 27 % eur 81.9 mn eur 64.4 mn corresponding period 2008 .
neutral,planned ethanol energy production plant operate correlation waste treatment unit paper mill .
positive,cash flow business operations totalled eur 0.4 mn compared negative eur 15.5 mn first half 2008 .
positive,"cash flow operations totalled eur 2.71 mn , compared negative eur 0.83 mn corresponding period 2008 ."
positive,"cash flow operations totalled eur 7.4 mn , compared negative eur 68.6 mn second quarter 2008 ."
positive,"ebit excluding non-recurring items , totalled eur 67.8 mn , eur 38.1 mn ."
positive,"finnish energy company fortum oyj said november 13 , 2007 granted environmental permit build biofuel-fired combined heat power chp plant vartan harbor eastern stockholm ."
positive,nokia 0.12 pct 16.70 eur kicking morning negative territory .
positive,"return investment 5.0 % , compared negative 4.1 % 2009 ."
positive,"thus method cut working costs , fasten planning building processes ."
neutral,results expected late 2006 .
neutral,"copying , republication redistribution afx news content , including framing similar means , expressly prohibited without prior written consent afx news ."
